price,seller_age_days,seller_rating,seller_sales_count,review_count,return_policy_days,price_ratio_to_typical,seller_trust_score,seller_new_flag,review_to_sales_ratio,suspicious_phrase_count,brand,category,shipping_country,currency,text_combined
696.27,650,4.14,24,724,46,0.8714267834793492,3.8694954025483352,0,28.96,0,Apple,Sneakers,AE,USD,original apple sneakers with full packaging serial number available. fast shipping and returns accepted.
102.6,911,4.25,653,236,20,0.855,4.655622836375449,0,0.36085626911314983,0,Nike,Sneakers,GB,USD,nike sneakers in excellent condition serial number available. fast shipping and returns accepted.
672.81,667,4.95,287,37,30,0.9625321888412016,4.768883346064484,0,0.1284722222222222,0,Samsung,Sneakers,DE,USD,original samsung sneakers with full packaging serial number available. fast shipping and returns accepted.
145.99,298,4.88,0,576,34,1.2165833333333333,3.2210665360086033,0,576.0,0,Nike,Electronics,GB,USD,verified nike electronics listing serial number available. fast shipping and returns accepted.
837.47,1050,4.59,234,0,33,1.1980972818311875,4.6390209841675825,0,0.0,0,Samsung,Sneakers,TR,USD,verified samsung sneakers listing minimal wear. verified authenticity by trusted reseller.
78.65,655,4.62,1336,350,31,0.8278947368421053,5.0064700126171,0,0.2617801047120419,0,Adidas,Cameras,DE,USD,original adidas cameras with full packaging purchased from official store. invoice and original box included.
584.77,46,3.47,54,0,7,0.4032896551724138,3.1758554365646265,1,0.0,0,Gucci,Sneakers,IN,USD,original gucci sneakers with full packaging purchased from official store. invoice and original box included.
49.62,36,3.2,52,17,3,0.19927710843373492,2.989210665284664,1,0.32075471698113206,1,Bose,Handbags,IN,USD,luxury bose looks original item no receipt available. perfect copy and hard to tell.
281.93,629,4.31,1554,83,26,0.7065914786967419,4.87366567906117,0,0.05337620578778135,0,Sony,Audio,CN,USD,verified sony audio listing minimal wear. verified authenticity by trusted reseller.
1381.57,0,5.0,949,278,15,0.9528068965517241,4.039115496148646,1,0.2926315789473684,0,Gucci,Sneakers,TR,USD,gucci sneakers in excellent condition minimal wear. verified authenticity by trusted reseller.
110.93,0,3.25,104,0,6,0.2780200501253133,2.6559900875393807,1,0.0,2,Sony,Handbags,US,USD,"sony handbags dm for more factory source stock, no box but same quality as original."
86.13,560,4.58,244,481,21,0.9066315789473683,4.490772688464586,0,1.963265306122449,0,Adidas,Cameras,US,USD,verified adidas cameras listing serial number available. fast shipping and returns accepted.
1506.36,1274,4.6,878,253,8,1.0388689655172414,4.877301443060173,0,0.28782707622298065,0,Gucci,Cameras,AE,USD,gucci cameras in excellent condition serial number available. fast shipping and returns accepted.
1619.44,88,4.85,1432,470,28,0.8996888888888889,4.812676812416863,0,0.3279832519190509,0,Louis Vuitton,Sneakers,US,USD,louis vuitton sneakers in excellent condition serial number available. fast shipping and returns accepted.
1529.83,845,3.86,352,0,38,1.055055172413793,4.4046949181742585,0,0.0,0,Gucci,Audio,JP,USD,gucci audio in excellent condition serial number available. fast shipping and returns accepted.
187.28,101,4.35,1812,197,28,0.7521285140562249,4.666930474681353,0,0.10865968008825151,0,Bose,Handbags,CN,USD,bose handbags in excellent condition serial number available. fast shipping and returns accepted.
354.71,774,4.32,269,224,18,0.8889974937343358,4.431534944152596,0,0.8296296296296296,0,Sony,Cameras,US,USD,verified sony cameras listing minimal wear. verified authenticity by trusted reseller.
129.89,1658,4.14,246,677,31,1.0824166666666666,4.507442627685561,0,2.7408906882591095,0,Nike,Electronics,US,USD,original nike electronics with full packaging serial number available. fast shipping and returns accepted.
19.9,49,1.92,0,1,2,0.16583333333333333,1.460803450814222,1,1.0,1,Nike,Watches,CN,USD,nike watches wholesale lot no receipt available. perfect copy and hard to tell.
1795.4,0,4.53,203,188,37,0.9974444444444445,3.5530299984610543,1,0.9215686274509803,0,Louis Vuitton,Sneakers,CN,USD,verified louis vuitton sneakers listing minimal wear. verified authenticity by trusted reseller.
594.32,0,1.91,122,0,2,0.40987586206896554,2.072546088843104,1,0.0,0,Gucci,Cameras,TR,USD,original gucci cameras with full packaging minimal wear. verified authenticity by trusted reseller.
937.77,200,5.0,1732,0,32,1.1736795994993743,5.069898058637763,0,0.0,0,Apple,Cameras,IN,USD,apple cameras in excellent condition minimal wear. verified authenticity by trusted reseller.
12394.8,576,4.4,874,0,19,1.304715789473684,4.722232311565619,0,0.0,0,Rolex,Sneakers,IN,USD,rolex sneakers in excellent condition purchased from official store. invoice and original box included.
656.42,550,3.83,0,311,3,0.7722588235294117,2.6852602213729373,0,311.0,0,Canon,Electronics,US,USD,verified canon electronics listing purchased from official store. invoice and original box included.
1582.74,819,4.21,1739,367,16,1.091544827586207,4.846305749090888,0,0.21091954022988504,1,Gucci,Cameras,IN,USD,"gucci cameras without receipt dm for wholesale and better price, limited details."
18.49,80,3.17,5,7,2,0.15408333333333332,2.5436072405078796,0,1.1666666666666667,1,Nike,Electronics,CN,USD,"nike electronics premium without receipt deal dm for wholesale and better price, limited details."
7134.9,379,4.1,338,210,9,0.7510421052631578,4.237525714753177,0,0.6194690265486725,0,Rolex,Electronics,IN,USD,original rolex electronics with full packaging minimal wear. verified authenticity by trusted reseller.
1698.27,30,3.81,31,11,2,0.17876526315789473,3.1060320563727037,1,0.34375,1,Rolex,Cameras,IN,USD,rolex cameras premium replica deal no receipt available. perfect copy and hard to tell.
101.16,645,4.51,933,0,25,1.0648421052631578,4.834989035124601,0,0.0,1,Adidas,Electronics,GB,USD,luxury adidas no box item no receipt available. perfect copy and hard to tell.
183.5,84,2.69,42,14,0,0.22966207759699625,2.817197717396938,0,0.32558139534883723,1,Apple,Handbags,DE,USD,"apple handbags premium discounted luxury deal dm for wholesale and better price, limited details."
22.5,47,2.81,29,6,0,0.23684210526315788,2.6954794970517226,1,0.2,1,Adidas,Handbags,AE,USD,luxury adidas 1:1 item no receipt available. perfect copy and hard to tell.
892.5,1035,4.51,787,206,21,0.6155172413793103,4.843342885887385,0,0.2614213197969543,0,Gucci,Sneakers,JP,USD,verified gucci sneakers listing minimal wear. verified authenticity by trusted reseller.
204.81,44,2.27,0,0,0,0.2930042918454936,1.592499373465548,1,0.0,0,Samsung,Watches,IN,USD,verified samsung watches listing minimal wear. verified authenticity by trusted reseller.
110.25,197,3.95,81,306,31,0.91875,3.8274198664202435,0,3.731707317073171,0,Nike,Cameras,JP,USD,original nike cameras with full packaging purchased from official store. invoice and original box included.
349.32,888,4.53,969,533,26,0.4371964956195244,4.906338603201443,0,0.5494845360824743,0,Apple,Electronics,IN,USD,apple electronics in excellent condition minimal wear. verified authenticity by trusted reseller.
250.75,1069,4.43,174,404,13,1.0070281124497993,4.396008582599272,0,2.3085714285714287,0,Bose,Audio,IN,USD,verified bose audio listing purchased from official store. invoice and original box included.
116.72,1001,4.42,478,513,12,0.46875502008032127,4.62838814159945,0,1.07098121085595,0,Bose,Watches,DE,USD,verified bose watches listing minimal wear. verified authenticity by trusted reseller.
10025.77,1503,5.0,297,574,20,1.0553442105263158,4.871655897302819,0,1.9261744966442953,0,Rolex,Audio,AE,USD,rolex audio in excellent condition purchased from official store. invoice and original box included.
284.5,58,2.14,60,6,0,0.15805555555555556,2.602349082629186,1,0.09836065573770492,0,Louis Vuitton,Handbags,CN,USD,verified louis vuitton handbags listing minimal wear. verified authenticity by trusted reseller.
588.48,1008,4.34,259,1278,10,0.7365206508135169,4.430677660806923,0,4.915384615384616,0,Apple,Cameras,AE,USD,apple cameras in excellent condition minimal wear. verified authenticity by trusted reseller.
312.09,1031,4.28,185,115,15,0.7821804511278195,4.348324760334527,0,0.6182795698924731,0,Sony,Audio,US,USD,verified sony audio listing serial number available. fast shipping and returns accepted.
497.88,876,5.0,72,536,36,1.2478195488721804,4.519090909142925,0,7.342465753424658,0,Sony,Handbags,IN,USD,verified sony handbags listing serial number available. fast shipping and returns accepted.
208.12,28,2.6,88,25,5,0.2977396280400572,2.822253466931006,1,0.2808988764044944,1,Samsung,Watches,US,USD,luxury samsung without receipt item no receipt available. perfect copy and hard to tell.
8865.98,468,4.29,1122,544,33,0.9332610526315789,4.774030153951553,0,0.4844167408726625,0,Rolex,Electronics,IN,USD,verified rolex electronics listing serial number available. fast shipping and returns accepted.
818.42,937,4.53,446,607,27,1.0243053817271588,4.725702141004326,0,1.3579418344519016,0,Apple,Sneakers,US,USD,verified apple sneakers listing minimal wear. verified authenticity by trusted reseller.
854.36,1190,4.06,453,354,12,1.0692866082603254,4.478906584913632,0,0.7797356828193832,0,Apple,Watches,GB,USD,verified apple watches listing serial number available. fast shipping and returns accepted.
322.31,412,4.03,0,0,31,0.8077944862155388,2.872017138944155,0,0.0,0,Sony,Watches,TR,USD,sony watches in excellent condition minimal wear. verified authenticity by trusted reseller.
617.6,1144,4.64,1245,378,12,0.8835479256080114,4.9863974122351005,0,0.30337078651685395,0,Samsung,Electronics,CN,USD,samsung electronics in excellent condition serial number available. fast shipping and returns accepted.
225.53,0,1.5,30,19,0,0.26532941176470587,1.5334968011212866,1,0.6129032258064516,1,Canon,Audio,TR,USD,"luxury canon 1:1 item dm for wholesale and better price, limited details."
8958.39,775,4.66,809,0,15,0.9429884210526315,4.8443814399441045,0,0.0,0,Rolex,Watches,TR,USD,verified rolex watches listing serial number available. fast shipping and returns accepted.
168.18,370,4.64,1054,462,23,0.675421686746988,4.830754320868658,0,0.437914691943128,0,Bose,Watches,JP,USD,verified bose watches listing minimal wear. verified authenticity by trusted reseller.
894.61,0,4.32,1444,613,43,1.0524823529411764,3.9779661501366332,1,0.42422145328719724,0,Canon,Audio,JP,USD,canon audio in excellent condition serial number available. fast shipping and returns accepted.
456.67,58,3.0,44,3,0,0.2537055555555556,2.913296239028438,1,0.06666666666666667,1,Louis Vuitton,Audio,IN,USD,"louis vuitton audio dm for more dm for wholesale and better price, limited details."
374.71,0,4.23,470,639,16,0.9391228070175438,3.522214523504105,1,1.356687898089172,0,Sony,Handbags,DE,USD,original sony handbags with full packaging serial number available. fast shipping and returns accepted.
223.37,749,4.9,558,565,0,0.8970682730923695,4.779548349268328,0,1.0107334525939178,0,Bose,Watches,US,USD,verified bose watches listing minimal wear. verified authenticity by trusted reseller.
689.21,631,4.88,973,235,44,0.8625907384230288,5.103686235032662,0,0.24127310061601642,0,Apple,Cameras,AE,USD,original apple cameras with full packaging minimal wear. verified authenticity by trusted reseller.
812.85,1245,3.99,1319,0,28,0.9562941176470589,4.801000808797213,0,0.0,0,Canon,Cameras,TR,USD,original canon cameras with full packaging purchased from official store. invoice and original box included.
512.77,62,3.83,45,0,4,0.2848722222222222,3.3221305580810037,0,0.0,1,Louis Vuitton,Watches,IN,USD,luxury louis vuitton 1:1 item no receipt available. perfect copy and hard to tell.
761.05,510,4.36,699,349,23,0.8953529411764706,4.650225522291407,0,0.49857142857142855,0,Canon,Watches,TR,USD,canon watches in excellent condition serial number available. fast shipping and returns accepted.
749.48,772,4.22,439,15,19,0.9380225281602003,4.51323553901619,0,0.03409090909090909,0,Apple,Cameras,GB,USD,apple cameras in excellent condition serial number available. fast shipping and returns accepted.
284.71,586,4.91,576,0,28,1.1434136546184739,4.895214289601239,0,0.0,0,Bose,Electronics,JP,USD,verified bose electronics listing purchased from official store. invoice and original box included.
914.91,709,4.71,348,275,21,1.076364705882353,4.673057726055911,0,0.7879656160458453,0,Canon,Audio,DE,USD,canon audio in excellent condition purchased from official store. invoice and original box included.
84.22,559,4.52,0,266,24,0.7018333333333333,3.103190517559379,0,266.0,0,Nike,Electronics,AE,USD,nike electronics in excellent condition serial number available. fast shipping and returns accepted.
1133.95,913,4.19,1464,61,17,1.4192115143929913,4.815577216080914,0,0.041638225255972695,0,Apple,Handbags,TR,USD,verified apple handbags listing minimal wear. verified authenticity by trusted reseller.
391.38,285,4.64,968,409,12,0.9809022556390977,4.715464924595669,0,0.42208462332301344,0,Sony,Watches,IN,USD,sony watches in excellent condition purchased from official store. invoice and original box included.
910.32,485,4.21,1362,529,44,1.1393241551939925,4.846792151509207,0,0.38811445341159206,0,Apple,Handbags,JP,USD,verified apple handbags listing minimal wear. verified authenticity by trusted reseller.
778.48,1175,4.86,566,15,13,0.4324888888888889,4.897570945200724,0,0.026455026455026454,0,Louis Vuitton,Handbags,IN,USD,original louis vuitton handbags with full packaging purchased from official store. invoice and original box included.
29.77,24,3.37,0,0,6,0.24808333333333332,2.0293313737302303,1,0.0,1,Nike,Electronics,TR,USD,nike electronics no box no receipt available. perfect copy and hard to tell.
37.68,5,2.28,26,20,0,0.3966315789473684,2.1187231368852903,1,0.7407407407407407,1,Adidas,Watches,AE,USD,"luxury adidas without receipt item dm for wholesale and better price, limited details."
296.98,913,4.11,1521,534,28,1.192690763052209,4.84411972032353,0,0.3508541392904074,0,Bose,Sneakers,TR,USD,verified bose sneakers listing minimal wear. verified authenticity by trusted reseller.
302.22,28,2.82,111,6,0,0.3555529411764706,2.9537190923217445,1,0.05357142857142857,2,Canon,Electronics,DE,USD,"canon electronics premium copy version deal factory source stock, no box but same quality as original."
556.73,217,4.17,1275,0,7,0.6549764705882353,4.5070456253945475,0,0.0,0,Canon,Sneakers,CN,USD,original canon sneakers with full packaging minimal wear. verified authenticity by trusted reseller.
1567.11,14,3.6,33,0,1,0.16495894736842104,2.912797661319372,1,0.0,2,Rolex,Handbags,AE,USD,"luxury rolex dm for more item factory source stock, no box but same quality as original."
476.67,0,3.62,7,10,0,0.2648166666666667,2.148860385419959,1,1.25,1,Louis Vuitton,Sneakers,JP,USD,luxury louis vuitton wholesale lot item no receipt available. perfect copy and hard to tell.
86.78,63,2.9,33,0,8,0.2174937343358396,2.850422593657991,0,0.0,0,Sony,Sneakers,JP,USD,verified sony sneakers listing minimal wear. verified authenticity by trusted reseller.
26.39,0,3.25,64,9,2,0.21991666666666668,2.516096817473909,1,0.13846153846153847,2,Nike,Cameras,US,USD,"nike cameras premium without receipt deal factory source stock, no box but same quality as original."
742.0,1359,5.0,545,271,23,0.9286608260325406,5.022940740745741,0,0.49633699633699635,0,Apple,Handbags,US,USD,verified apple handbags listing serial number available. fast shipping and returns accepted.
192.0,93,3.46,57,0,0,0.27467811158798283,3.2536049699771055,0,0.0,0,Samsung,Watches,CN,USD,samsung watches in excellent condition purchased from official store. invoice and original box included.
2289.01,73,1.99,7,15,0,0.2409484210526316,2.0609701494005845,0,1.875,1,Rolex,Cameras,IN,USD,rolex cameras premium without receipt deal no receipt available. perfect copy and hard to tell.
761.42,873,4.87,999,603,54,0.8957882352941176,5.204400876093864,0,0.603,0,Canon,Sneakers,CN,USD,verified canon sneakers listing minimal wear. verified authenticity by trusted reseller.
1251.69,986,4.78,995,224,25,0.8632344827586207,5.036137320311172,0,0.2248995983935743,0,Gucci,Handbags,DE,USD,gucci handbags in excellent condition minimal wear. verified authenticity by trusted reseller.
195.82,26,1.81,26,0,5,0.13504827586206897,2.1578347464017313,1,0.0,1,Gucci,Audio,US,USD,gucci audio premium copy version deal no receipt available. perfect copy and hard to tell.
512.8,716,4.34,1320,486,17,0.7336194563662374,4.820797452220524,0,0.3679031037093111,0,Samsung,Cameras,GB,USD,samsung cameras in excellent condition purchased from official store. invoice and original box included.
2096.54,0,4.33,1456,0,22,1.1647444444444444,3.879533701548801,1,0.0,2,Louis Vuitton,Handbags,CN,USD,"louis vuitton handbags dm for more factory source stock, no box but same quality as original."
2314.23,0,2.21,20,0,0,0.24360315789473685,1.7556306094308558,1,0.0,1,Rolex,Watches,TR,USD,"rolex watches premium no box deal dm for wholesale and better price, limited details."
818.7,878,4.26,258,682,20,1.0246558197747184,4.42302475007766,0,2.6332046332046333,0,Apple,Handbags,CN,USD,original apple handbags with full packaging minimal wear. verified authenticity by trusted reseller.
1844.8,350,4.44,1571,71,10,1.024888888888889,4.767143926767168,0,0.045165394402035625,0,Louis Vuitton,Electronics,US,USD,original louis vuitton electronics with full packaging purchased from official store. invoice and original box included.
831.61,744,4.29,1561,496,18,0.9783647058823529,4.850938215356842,0,0.3175416133162612,0,Canon,Sneakers,GB,USD,verified canon sneakers listing minimal wear. verified authenticity by trusted reseller.
664.27,530,4.79,705,139,15,0.8313767209011264,4.811618112559601,0,0.19688385269121814,0,Apple,Electronics,DE,USD,apple electronics in excellent condition minimal wear. verified authenticity by trusted reseller.
2658.55,19,3.39,128,0,0,0.2798473684210527,3.189812942123517,1,0.0,1,Rolex,Watches,IN,USD,"rolex watches premium dm for more deal dm for wholesale and better price, limited details."
1152.92,618,4.65,524,734,36,0.7951172413793104,4.802565356550595,0,1.398095238095238,0,Gucci,Sneakers,IN,USD,gucci sneakers in excellent condition minimal wear. verified authenticity by trusted reseller.
28.74,42,2.97,55,13,4,0.11542168674698794,2.9270179400378216,1,0.23214285714285715,1,Bose,Watches,IN,USD,luxury bose factory surplus item no receipt available. perfect copy and hard to tell.
1832.22,350,4.77,1095,0,14,1.2636,4.84547355039687,0,0.0,0,Gucci,Electronics,AE,USD,original gucci electronics with full packaging minimal wear. verified authenticity by trusted reseller.
835.62,434,4.47,130,2,26,1.0458322903629538,4.27160123546359,0,0.015267175572519083,0,Apple,Watches,DE,USD,original apple watches with full packaging purchased from official store. invoice and original box included.
698.6,1002,4.59,950,146,26,0.8218823529411765,4.946491133830638,0,0.15352260778128285,0,Canon,Electronics,CN,USD,canon electronics in excellent condition purchased from official store. invoice and original box included.
277.75,48,2.67,19,1,0,0.15430555555555556,2.5342061131050917,1,0.05,2,Louis Vuitton,Audio,TR,USD,"louis vuitton audio mirror quality factory source stock, no box but same quality as original."
132.88,14,3.71,57,14,10,0.1663078848560701,3.140818282801936,1,0.2413793103448276,1,Apple,Cameras,DE,USD,"luxury apple without receipt item dm for wholesale and better price, limited details."
112.39,133,4.75,272,301,18,0.9365833333333333,4.364543918788876,0,1.1025641025641026,0,Nike,Handbags,TR,USD,original nike handbags with full packaging minimal wear. verified authenticity by trusted reseller.
1919.73,302,4.32,595,207,45,1.323951724137931,4.623620087592743,0,0.34731543624161076,0,Gucci,Cameras,TR,USD,gucci cameras in excellent condition purchased from official store. invoice and original box included.
8892.19,1271,4.71,209,455,44,0.9360200000000001,4.748528744264377,0,2.1666666666666665,1,Rolex,Sneakers,JP,USD,rolex sneakers premium inspired deal no receipt available. perfect copy and hard to tell.
75.95,300,4.97,798,236,13,0.6329166666666667,4.8284067761539005,0,0.295369211514393,0,Nike,Sneakers,GB,USD,original nike sneakers with full packaging minimal wear. verified authenticity by trusted reseller.
107.48,573,4.38,110,467,20,0.8956666666666667,4.201276959776018,0,4.207207207207207,0,Nike,Handbags,AE,USD,nike handbags in excellent condition purchased from official store. invoice and original box included.
238.52,444,4.33,806,185,36,0.9579116465863454,4.716542059392423,0,0.22924411400247832,0,Bose,Electronics,JP,USD,verified bose electronics listing minimal wear. verified authenticity by trusted reseller.
843.53,815,4.07,1714,273,30,0.9923882352941176,4.848954243144626,0,0.15918367346938775,0,Canon,Cameras,GB,USD,original canon cameras with full packaging purchased from official store. invoice and original box included.
206.57,0,4.66,0,79,46,0.8295983935742972,2.327,1,79.0,0,Bose,Sneakers,CN,USD,original bose sneakers with full packaging minimal wear. verified authenticity by trusted reseller.
108.83,599,4.71,324,561,9,0.9069166666666667,4.569995743864856,0,1.7261538461538461,0,Nike,Audio,DE,USD,original nike audio with full packaging serial number available. fast shipping and returns accepted.
719.99,171,5.0,917,642,19,0.8470470588235294,4.82267351917714,0,0.6993464052287581,0,Canon,Handbags,TR,USD,verified canon handbags listing serial number available. fast shipping and returns accepted.
9282.1,536,3.86,874,0,34,0.9770631578947369,4.543455685765733,0,0.0,0,Rolex,Electronics,JP,USD,rolex electronics in excellent condition serial number available. fast shipping and returns accepted.
1692.21,1025,4.73,730,304,32,0.9401166666666667,4.977116818797052,0,0.4158686730506156,0,Louis Vuitton,Sneakers,US,USD,original louis vuitton sneakers with full packaging purchased from official store. invoice and original box included.
80.4,628,5.0,691,393,6,0.8463157894736842,4.881516177409484,0,0.5679190751445087,0,Adidas,Watches,JP,USD,verified adidas watches listing serial number available. fast shipping and returns accepted.
1140.91,327,4.06,913,194,14,0.7868344827586208,4.470409684121159,0,0.212253829321663,0,Gucci,Cameras,US,USD,original gucci cameras with full packaging minimal wear. verified authenticity by trusted reseller.
243.69,61,1.88,70,15,5,0.3486266094420601,2.5557401270170925,0,0.2112676056338028,1,Samsung,Handbags,US,USD,"samsung handbags no box dm for wholesale and better price, limited details."
736.42,777,4.34,1694,200,14,0.921677096370463,4.880368483580397,0,0.11799410029498525,0,Apple,Watches,CN,USD,verified apple watches listing purchased from official store. invoice and original box included.
312.48,64,2.79,18,0,1,0.36762352941176474,2.6227678352759556,0,0.0,1,Canon,Cameras,AE,USD,"canon cameras authentic style dm for wholesale and better price, limited details."
1658.77,626,4.58,1027,173,35,1.1439793103448275,4.935984592598715,0,0.16828793774319067,0,Gucci,Electronics,JP,USD,gucci electronics in excellent condition minimal wear. verified authenticity by trusted reseller.
7167.65,823,4.26,1197,718,11,0.7544894736842105,4.751227774155269,0,0.5993322203672788,0,Rolex,Electronics,CN,USD,original rolex electronics with full packaging serial number available. fast shipping and returns accepted.
416.99,731,4.19,1470,0,3,1.0450877192982457,4.713291507244556,0,0.0,0,Sony,Electronics,JP,USD,original sony electronics with full packaging purchased from official store. invoice and original box included.
254.9,256,4.7,1037,426,28,1.023694779116466,4.8236241786657414,0,0.41040462427745666,0,Bose,Electronics,JP,USD,verified bose electronics listing serial number available. fast shipping and returns accepted.
112.33,679,4.62,1127,81,24,0.9360833333333333,4.934364277740024,0,0.07180851063829788,0,Nike,Watches,TR,USD,original nike watches with full packaging purchased from official store. invoice and original box included.
1589.44,478,4.54,1000,390,25,0.8830222222222223,4.820943784440442,0,0.38961038961038963,0,Louis Vuitton,Sneakers,DE,USD,louis vuitton sneakers in excellent condition purchased from official store. invoice and original box included.
179.27,685,4.57,0,214,40,0.7199598393574298,3.236131644158883,0,214.0,0,Bose,Sneakers,DE,USD,original bose sneakers with full packaging minimal wear. verified authenticity by trusted reseller.
8730.36,926,5.0,475,253,46,0.9189852631578947,5.046147498392733,0,0.5315126050420168,0,Rolex,Watches,AE,USD,rolex watches in excellent condition serial number available. fast shipping and returns accepted.
848.92,662,4.71,120,72,25,1.0624780976220274,4.417963884927064,0,0.5950413223140496,0,Apple,Watches,JP,USD,original apple watches with full packaging purchased from official store. invoice and original box included.
232.85,0,1.9,0,11,3,0.3331187410586552,0.87,1,11.0,1,Samsung,Audio,AE,USD,"luxury samsung dm for more item dm for wholesale and better price, limited details."
769.3,153,4.48,860,400,19,1.1005722460658083,4.556066516468977,0,0.4645760743321719,0,Samsung,Watches,AE,USD,verified samsung watches listing purchased from official store. invoice and original box included.
1615.19,424,4.39,534,369,39,0.8973277777777778,4.6488800620626645,0,0.6897196261682244,0,Louis Vuitton,Audio,IN,USD,verified louis vuitton audio listing purchased from official store. invoice and original box included.
384.46,1160,5.0,1069,201,44,0.9635588972431077,5.272409029118672,0,0.18785046728971963,0,Sony,Audio,DE,USD,original sony audio with full packaging purchased from official store. invoice and original box included.
2563.31,0,2.82,70,16,0,0.26982210526315786,2.3346699692603288,1,0.22535211267605634,1,Rolex,Audio,DE,USD,"luxury rolex 1:1 item dm for wholesale and better price, limited details."
880.23,309,4.89,827,356,33,1.1016645807259073,4.905739133218193,0,0.42995169082125606,0,Apple,Electronics,TR,USD,verified apple electronics listing minimal wear. verified authenticity by trusted reseller.
98.72,1234,4.12,185,305,9,0.8226666666666667,4.273260605787613,0,1.6397849462365592,0,Nike,Electronics,GB,USD,original nike electronics with full packaging purchased from official store. invoice and original box included.
425.6,630,4.85,560,21,30,1.0666666666666667,4.882026105761856,0,0.0374331550802139,0,Sony,Electronics,JP,USD,sony electronics in excellent condition serial number available. fast shipping and returns accepted.
1558.07,1475,4.16,0,417,21,1.0745310344827586,3.071563650774063,0,417.0,0,Gucci,Watches,US,USD,gucci watches in excellent condition serial number available. fast shipping and returns accepted.
867.8,741,4.83,655,202,27,0.4821111111111111,4.921442583711129,0,0.3079268292682927,0,Louis Vuitton,Electronics,JP,USD,louis vuitton electronics in excellent condition serial number available. fast shipping and returns accepted.
200.55,768,4.81,1848,661,38,0.805421686746988,5.231863703272628,0,0.35749053542455383,0,Bose,Electronics,TR,USD,verified bose electronics listing minimal wear. verified authenticity by trusted reseller.
2392.82,1,2.0,23,18,0,0.2518757894736842,1.7984855346709783,1,0.75,1,Rolex,Sneakers,TR,USD,"rolex sneakers 1:1 dm for wholesale and better price, limited details."
799.84,517,4.93,1000,808,39,0.9409882352941177,5.078184981167728,0,0.8071928071928072,0,Canon,Watches,US,USD,canon watches in excellent condition purchased from official store. invoice and original box included.
78.38,17,3.66,53,8,2,0.19644110275689222,3.087801775325493,1,0.14814814814814814,1,Sony,Sneakers,CN,USD,"luxury sony discounted luxury item dm for wholesale and better price, limited details."
921.08,434,4.28,1766,211,22,1.0836235294117647,4.8165615227432275,0,0.11941143180531975,0,Canon,Cameras,CN,USD,verified canon cameras listing purchased from official store. invoice and original box included.
635.08,46,3.58,1825,336,6,0.7948435544430539,4.095992905545237,1,0.18400876232201532,0,Apple,Handbags,IN,USD,apple handbags in excellent condition serial number available. fast shipping and returns accepted.
767.51,1141,4.28,1724,0,15,0.9605882352941176,4.920326040898758,0,0.0,0,Apple,Audio,CN,USD,apple audio in excellent condition serial number available. fast shipping and returns accepted.
878.11,429,4.83,0,427,27,1.0330705882352942,3.218067781303141,0,427.0,0,Canon,Electronics,US,USD,canon electronics in excellent condition purchased from official store. invoice and original box included.
1739.87,0,4.78,228,24,44,0.9665944444444444,3.72943050088856,1,0.10480349344978165,0,Louis Vuitton,Watches,JP,USD,louis vuitton watches in excellent condition serial number available. fast shipping and returns accepted.
905.35,545,4.49,1233,225,14,1.2952074391988555,4.815396897478069,0,0.18233387358184766,0,Samsung,Cameras,US,USD,verified samsung cameras listing purchased from official store. invoice and original box included.
709.08,547,4.76,976,0,10,0.8342117647058824,4.859062956052898,0,0.0,0,Canon,Electronics,GB,USD,verified canon electronics listing purchased from official store. invoice and original box included.
18.9,39,2.32,156,0,0,0.19894736842105262,2.8613933694541673,1,0.0,1,Adidas,Watches,DE,USD,adidas watches replica no receipt available. perfect copy and hard to tell.
747.18,422,4.75,131,81,28,0.879035294117647,4.405306307503534,0,0.6136363636363636,0,Canon,Electronics,IN,USD,verified canon electronics listing purchased from official store. invoice and original box included.
395.4,842,4.88,1133,466,0,0.9909774436090225,4.964921664772203,0,0.4109347442680776,0,Sony,Handbags,US,USD,verified sony handbags listing minimal wear. verified authenticity by trusted reseller.
248.39,71,4.72,780,0,20,0.9975502008032128,4.530643705312329,0,0.0,0,Bose,Sneakers,DE,USD,original bose sneakers with full packaging purchased from official store. invoice and original box included.
107.82,88,4.53,1248,126,30,0.8985,4.644320082991216,0,0.10088070456365092,0,Nike,Handbags,IN,USD,original nike handbags with full packaging minimal wear. verified authenticity by trusted reseller.
198.34,0,4.11,13,4,0,0.24823529411764705,2.5092643324038146,1,0.2857142857142857,1,Apple,Watches,JP,USD,"apple watches premium without receipt deal dm for wholesale and better price, limited details."
419.02,322,5.0,352,124,19,1.0501754385964912,4.6782648627167225,0,0.35127478753541075,0,Sony,Electronics,GB,USD,verified sony electronics listing purchased from official store. invoice and original box included.
1622.35,886,4.61,1466,104,11,1.118862068965517,4.970420441882182,0,0.070892978868439,0,Gucci,Electronics,US,USD,original gucci electronics with full packaging purchased from official store. invoice and original box included.
2319.78,101,3.62,20,0,0,0.24418736842105265,3.0838765314234964,0,0.0,1,Rolex,Watches,AE,USD,"luxury rolex factory surplus item dm for wholesale and better price, limited details."
650.5,1320,4.7,18,268,21,0.9306151645207439,4.034031390469959,0,14.105263157894736,0,Samsung,Watches,GB,USD,samsung watches in excellent condition minimal wear. verified authenticity by trusted reseller.
